fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1518,person,0.708,181,784,284,818,395,,0.0,0,0,0,0,
1518,car,0.783,198,1207,309,1305,394,,0.0,0,0,0,0,
1518,car,0.715,165,1332,322,1401,372,,0.0,0,0,0,0,
1518,car,0.707,186,1432,322,1514,383,,0.0,0,0,0,0,
1518,person,0.599,144,741,294,778,389,,0.0,0,0,0,0,
1518,car,0.442,206,1178,312,1218,347,,0.0,0,0,0,0,
1519,car,0.727,192,988,309,1133,359,,0.0,0,0,0,0,
1519,person,0.727,181,785,283,818,394,,0.0,0,0,0,0,
1519,car,0.776,198,1207,310,1305,395,,0.0,0,0,0,0,
1519,car,0.718,165,1331,322,1400,371,,0.0,0,0,0,0,
1519,car,0.687,186,1432,322,1513,382,,0.0,0,0,0,0,
1519,person,0.579,144,742,293,777,390,,0.0,0,0,0,0,
1519,car,0.453,206,1178,311,1219,347,,0.0,0,0,0,0,
1519,car,0.419,202,1299,322,1342,352,,0.0,0,0,0,0,
1520,car,0.741,192,993,309,1136,359,,0.0,0,0,0,0,
1520,person,0.73,181,785,285,819,394,,0.0,0,0,0,0,
1520,car,0.793,198,1207,310,1306,396,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1520,car,0.665,165,1329,322,1399,371,,0.0,0,0,0,0,
1520,car,0.682,186,1432,322,1513,382,,0.0,0,0,0,0,
1520,person,0.532,144,742,292,778,390,,0.0,0,0,0,0,
1520,car,0.455,206,1178,310,1221,347,,0.0,0,0,0,0,
1521,car,0.763,192,996,309,1138,359,,0.0,0,0,0,0,
1521,person,0.721,181,785,286,819,394,,0.0,0,0,0,0,
1521,car,0.796,198,1206,309,1307,397,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1521,car,0.699,165,1330,322,1399,370,,0.0,0,0,0,0,
1521,car,0.68,186,1432,322,1513,382,,0.0,0,0,0,0,
1521,person,0.499,144,743,291,778,391,,0.0,0,0,0,0,
1521,car,0.438,206,1178,310,1222,347,,0.0,0,0,0,0,
1521,car,0.473,214,1820,380,1919,517,,0.0,0,0,0,0,
1521,person,0.451,201,562,279,608,406,,0.0,0,0,0,0,
1522,car,0.675,192,997,308,1139,359,,0.0,0,0,0,0,
1522,person,0.735,181,785,285,820,394,,0.0,0,0,0,0,
1522,car,0.813,198,1206,309,1308,398,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1522,car,0.707,165,1330,322,1398,370,,0.0,0,0,0,0,
1522,car,0.667,186,1432,322,1512,382,,0.0,0,0,0,0,
1522,person,0.62,144,743,291,778,392,,0.0,0,0,0,0,
1522,person,0.589,201,562,282,607,404,,0.0,0,0,0,0,
1523,car,0.689,192,1000,308,1142,359,,0.0,0,0,0,0,
1523,person,0.742,181,785,286,821,394,,0.0,0,0,0,0,
1523,car,0.836,198,1206,310,1310,400,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1523,car,0.677,165,1330,322,1397,369,,0.0,0,0,0,0,
1523,car,0.671,186,1432,322,1513,382,,0.0,0,0,0,0,
1523,person,0.631,144,743,294,779,394,,0.0,0,0,0,0,
1523,person,0.556,201,561,281,605,402,,0.0,0,0,0,0,
1523,person,0.611,214,1792,325,1919,497,,0.0,0,0,0,0,
1524,car,0.647,192,1003,308,1145,359,,0.0,0,0,0,0,
1524,person,0.695,181,787,288,823,395,,0.0,0,0,0,0,
1524,car,0.854,198,1206,309,1311,401,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1524,car,0.682,165,1329,322,1396,369,,0.0,0,0,0,0,
1524,car,0.668,186,1432,322,1512,382,,0.0,0,0,0,0,
1524,person,0.453,144,744,299,780,394,,0.0,0,0,0,0,
1524,person,0.569,201,560,283,603,402,,0.0,0,0,0,0,
1524,person,0.712,214,1778,316,1909,485,,0.0,0,0,0,0,
1525,car,0.63,192,1004,308,1145,358,,0.0,0,0,0,0,
1525,person,0.68,181,789,288,825,394,,0.0,0,0,0,0,
1525,car,0.872,198,1206,309,1312,401,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1525,car,0.694,165,1329,323,1394,368,,0.0,0,0,0,0,
1525,car,0.667,186,1431,322,1512,382,,0.0,0,0,0,0,
1525,person,0.618,201,555,283,602,404,,0.0,0,0,0,0,
1525,person,0.685,214,1764,314,1890,474,,0.0,0,0,0,0,
1526,car,0.548,192,1009,309,1132,359,,0.0,0,0,0,0,
1526,person,0.711,181,791,287,825,394,,0.0,0,0,0,0,
1526,car,0.866,198,1205,309,1314,402,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1526,car,0.699,165,1328,322,1393,368,,0.0,0,0,0,0,
1526,car,0.676,186,1431,322,1511,382,,0.0,0,0,0,0,
1526,person,0.578,201,551,279,600,408,,0.0,0,0,0,0,
1526,person,0.559,214,1754,319,1870,475,,0.0,0,0,0,0,
1526,person,0.563,144,746,294,784,392,,0.0,0,0,0,0,
1527,car,0.517,192,1016,309,1113,358,,0.0,0,0,0,0,
1527,person,0.716,181,792,286,828,393,,0.0,0,0,0,0,
1527,car,0.874,198,1204,309,1315,403,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1527,car,0.74,165,1327,321,1392,369,,0.0,0,0,0,0,
1527,car,0.682,186,1431,322,1510,382,,0.0,0,0,0,0,
1527,person,0.529,201,549,276,599,408,,0.0,0,0,0,0,
1527,person,0.548,214,1737,316,1847,468,,0.0,0,0,0,0,
1527,motorcycle,0.412,215,1721,396,1853,500,,0.0,0,0,0,0,
1527,person,0.603,144,746,291,786,393,,0.0,0,0,0,0,
1528,car,0.566,192,1022,309,1108,358,,0.0,0,0,0,0,
1528,person,0.764,181,793,285,829,393,,0.0,0,0,0,0,
1528,car,0.849,198,1204,308,1318,404,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1528,car,0.75,165,1327,321,1391,369,,0.0,0,0,0,0,
1528,car,0.688,186,1431,322,1511,382,,0.0,0,0,0,0,
1528,person,0.596,201,545,274,597,407,,0.0,0,0,0,0,
1528,person,0.646,214,1722,315,1826,462,,0.0,0,0,0,0,
1528,motorcycle,0.453,215,1706,394,1833,497,,0.0,0,0,0,0,
1528,person,0.599,144,748,292,786,391,,0.0,0,0,0,0,
1528,car,0.427,216,1089,309,1155,356,,0.0,0,0,0,0,
1529,car,0.576,192,1022,310,1107,360,,0.0,0,0,0,0,
1529,person,0.748,181,793,284,830,393,,0.0,0,0,0,0,
1529,car,0.867,198,1205,308,1319,405,MATRICULA,0.471,1243,365,1275,374,MATRICULA
1529,car,0.746,165,1328,321,1390,368,,0.0,0,0,0,0,
1529,car,0.696,186,1432,322,1511,382,,0.0,0,0,0,0,
1529,person,0.654,201,540,273,594,408,,0.0,0,0,0,0,
1529,person,0.636,214,1707,312,1807,467,,0.0,0,0,0,0,
1529,motorcycle,0.441,215,1694,391,1812,492,,0.0,0,0,0,0,
1529,person,0.621,144,749,292,786,391,,0.0,0,0,0,0,
1530,person,0.775,181,794,283,832,393,,0.0,0,0,0,0,
1530,car,0.867,198,1204,307,1321,407,MATRICULA,0.536,1247,373,1284,384,MATRICULA
1530,car,0.756,165,1327,321,1390,369,,0.0,0,0,0,0,
1530,car,0.697,186,1432,322,1511,382,,0.0,0,0,0,0,
1530,person,0.649,201,538,273,591,407,,0.0,0,0,0,0,
1530,person,0.649,214,1688,312,1791,466,,0.0,0,0,0,0,
1530,person,0.653,144,749,294,787,391,,0.0,0,0,0,0,
1530,car,0.419,219,1382,323,1442,366,,0.0,0,0,0,0,
1530,car,0.418,216,1087,304,1159,356,,0.0,0,0,0,0,
1531,person,0.776,181,794,283,832,392,,0.0,0,0,0,0,
1531,car,0.848,198,1205,306,1322,408,MATRICULA,0.536,1247,373,1284,384,MATRICULA
1531,car,0.745,165,1326,321,1389,369,,0.0,0,0,0,0,
1531,car,0.7,186,1432,322,1511,382,,0.0,0,0,0,0,
1531,person,0.633,201,536,271,587,408,,0.0,0,0,0,0,
1531,person,0.571,214,1683,317,1773,465,,0.0,0,0,0,0,
1531,person,0.708,144,749,294,788,390,,0.0,0,0,0,0,
1531,car,0.425,219,1381,323,1440,366,,0.0,0,0,0,0,
1531,car,0.404,216,1088,304,1160,356,,0.0,0,0,0,0,
1531,car,0.413,192,1035,310,1109,358,,0.0,0,0,0,0,
1532,person,0.796,181,794,282,833,392,,0.0,0,0,0,0,
1532,car,0.871,198,1204,306,1324,410,MATRICULA,0.536,1247,373,1284,384,MATRICULA
1532,car,0.723,165,1326,322,1388,368,,0.0,0,0,0,0,
1532,car,0.704,186,1432,322,1511,382,,0.0,0,0,0,0,
1532,person,0.54,201,534,278,583,408,,0.0,0,0,0,0,
1532,person,0.596,214,1672,318,1757,462,,0.0,0,0,0,0,
1532,person,0.673,144,750,294,788,390,,0.0,0,0,0,0,
1532,car,0.436,219,1380,323,1440,366,,0.0,0,0,0,0,
1532,car,0.457,216,1091,307,1161,356,,0.0,0,0,0,0,
1532,car,0.498,192,1039,311,1110,359,,0.0,0,0,0,0,
1533,person,0.817,181,795,283,833,391,,0.0,0,0,0,0,
1533,car,0.882,198,1204,306,1327,411,MATRICULA,0.536,1247,373,1284,384,MATRICULA
1533,car,0.731,165,1328,322,1388,368,,0.0,0,0,0,0,
1533,car,0.711,186,1432,322,1512,382,,0.0,0,0,0,0,
1533,person,0.56,201,532,279,579,408,,0.0,0,0,0,0,
1533,person,0.529,214,1667,316,1744,465,,0.0,0,0,0,0,
1533,person,0.748,144,750,292,788,390,,0.0,0,0,0,0,
1533,car,0.434,219,1381,323,1438,365,,0.0,0,0,0,0,
1533,car,0.488,216,1092,308,1165,357,,0.0,0,0,0,0,
1533,car,0.566,192,1043,310,1111,360,,0.0,0,0,0,0,
1533,motorcycle,0.462,215,1644,388,1746,479,,0.0,0,0,0,0,
1534,person,0.787,181,795,284,833,391,,0.0,0,0,0,0,
1534,car,0.882,198,1203,306,1331,413,MATRICULA,0.536,1247,373,1284,384,MATRICULA
1534,car,0.751,165,1329,322,1387,368,,0.0,0,0,0,0,
1534,car,0.723,186,1433,322,1512,382,,0.0,0,0,0,0,
1534,person,0.559,201,529,277,576,410,,0.0,0,0,0,0,
1534,person,0.511,214,1655,317,1730,466,,0.0,0,0,0,0,
1534,person,0.761,144,750,289,788,389,,0.0,0,0,0,0,
1534,car,0.463,219,1380,323,1439,365,,0.0,0,0,0,0,
1534,car,0.478,216,1091,308,1166,358,,0.0,0,0,0,0,
1534,car,0.536,192,1045,311,1111,360,,0.0,0,0,0,0,
1534,motorcycle,0.561,215,1634,393,1730,475,,0.0,0,0,0,0,
1535,person,0.781,181,795,285,833,392,,0.0,0,0,0,0,
1535,car,0.867,198,1202,307,1332,415,MATRICULA,0.665,1250,377,1292,390,MATRICULA
1535,car,0.76,165,1329,322,1386,366,,0.0,0,0,0,0,
1535,car,0.718,186,1433,322,1512,382,,0.0,0,0,0,0,
1535,person,0.507,201,526,275,575,409,,0.0,0,0,0,0,
1535,person,0.581,214,1643,315,1718,463,,0.0,0,0,0,0,
1535,person,0.744,144,750,289,789,387,,0.0,0,0,0,0,
1535,car,0.455,219,1380,324,1440,365,,0.0,0,0,0,0,
1535,car,0.491,216,1088,308,1167,358,,0.0,0,0,0,0,
1535,car,0.501,192,1047,313,1110,359,,0.0,0,0,0,0,
1535,motorcycle,0.458,215,1624,394,1717,472,,0.0,0,0,0,0,
1536,person,0.743,181,797,286,833,391,,0.0,0,0,0,0,
1536,car,0.868,198,1203,306,1335,416,MATRICULA,0.665,1250,377,1292,390,MATRICULA
1536,car,0.732,165,1327,321,1387,365,,0.0,0,0,0,0,
1536,car,0.719,186,1433,322,1512,382,,0.0,0,0,0,0,
1536,person,0.561,201,521,276,574,411,,0.0,0,0,0,0,
1536,person,0.418,214,1623,322,1704,466,,0.0,0,0,0,0,
1536,person,0.737,144,752,293,788,386,,0.0,0,0,0,0,
1536,car,0.437,219,1381,324,1438,364,,0.0,0,0,0,0,
1536,car,0.464,216,1091,308,1171,358,,0.0,0,0,0,0,
1536,car,0.434,192,1050,313,1112,359,,0.0,0,0,0,0,
1536,motorcycle,0.485,215,1617,397,1704,470,,0.0,0,0,0,0,
1537,person,0.727,181,798,286,832,389,,0.0,0,0,0,0,
1537,car,0.884,198,1202,306,1338,418,MATRICULA,0.665,1250,377,1292,390,MATRICULA
1537,car,0.739,165,1326,321,1386,364,,0.0,0,0,0,0,
1537,car,0.724,186,1433,322,1512,382,,0.0,0,0,0,0,
1537,person,0.656,201,515,276,572,411,,0.0,0,0,0,0,
1537,person,0.62,214,1612,319,1693,453,,0.0,0,0,0,0,
1537,person,0.725,144,753,295,788,385,,0.0,0,0,0,0,
1537,car,0.439,219,1380,324,1438,363,,0.0,0,0,0,0,
1537,car,0.495,216,1099,310,1174,357,,0.0,0,0,0,0,
1537,car,0.467,192,1053,311,1122,361,,0.0,0,0,0,0,
1537,car,0.549,222,1057,308,1174,360,,0.0,0,0,0,0,
1537,car,0.435,223,991,302,1059,340,,0.0,0,0,0,0,
1537,car,0.439,224,1510,312,1566,385,,0.0,0,0,0,0,
1538,person,0.716,181,798,285,833,391,,0.0,0,0,0,0,
1538,car,0.838,198,1204,306,1340,421,MATRICULA,0.665,1250,377,1292,390,MATRICULA
1538,car,0.713,165,1327,321,1384,362,,0.0,0,0,0,0,
1538,car,0.722,186,1433,322,1512,382,,0.0,0,0,0,0,
1538,person,0.63,201,513,275,570,411,,0.0,0,0,0,0,
1538,person,0.492,214,1602,317,1680,446,,0.0,0,0,0,0,
1538,person,0.695,144,754,296,787,385,,0.0,0,0,0,0,
1538,car,0.45,219,1379,325,1438,362,,0.0,0,0,0,0,
1538,car,0.558,216,1102,310,1175,357,,0.0,0,0,0,0,
1538,car,0.454,192,1054,311,1121,362,,0.0,0,0,0,0,
1538,car,0.564,222,1059,308,1175,360,,0.0,0,0,0,0,
1538,car,0.44,223,991,302,1060,340,,0.0,0,0,0,0,
1538,car,0.446,224,1510,312,1567,385,,0.0,0,0,0,0,
1538,motorcycle,0.452,215,1597,394,1681,464,,0.0,0,0,0,0,
1539,person,0.702,181,799,286,832,390,,0.0,0,0,0,0,
1539,car,0.828,198,1205,305,1341,423,MATRICULA,0.665,1250,377,1292,390,MATRICULA
1539,car,0.667,165,1326,321,1382,362,,0.0,0,0,0,0,
1539,car,0.723,186,1433,322,1512,382,,0.0,0,0,0,0,
1539,person,0.683,201,511,276,568,411,,0.0,0,0,0,0,
1539,person,0.534,214,1594,315,1670,446,,0.0,0,0,0,0,
1539,person,0.664,144,754,294,787,386,,0.0,0,0,0,0,
1539,car,0.458,219,1378,325,1438,362,,0.0,0,0,0,0,
1539,car,0.617,216,1101,308,1176,358,,0.0,0,0,0,0,
1539,car,0.461,192,1057,312,1121,362,,0.0,0,0,0,0,
1539,car,0.635,222,1072,307,1175,360,,0.0,0,0,0,0,
1539,car,0.441,223,990,302,1064,340,,0.0,0,0,0,0,
1539,car,0.479,224,1511,312,1570,384,,0.0,0,0,0,0,
1540,person,0.683,181,800,286,833,389,,0.0,0,0,0,0,
1540,car,0.83,198,1205,305,1345,425,MATRICULA,0.745,1256,384,1300,397,MATRICULA
1540,car,0.677,165,1327,321,1381,362,,0.0,0,0,0,0,
1540,car,0.725,186,1433,322,1512,382,,0.0,0,0,0,0,
1540,person,0.746,201,510,281,565,412,,0.0,0,0,0,0,
1540,person,0.634,214,1581,312,1659,452,,0.0,0,0,0,0,
1540,person,0.598,144,755,293,787,385,,0.0,0,0,0,0,
1540,car,0.465,219,1377,325,1438,362,,0.0,0,0,0,0,
1540,car,0.634,216,1103,309,1177,358,,0.0,0,0,0,0,
1540,car,0.488,192,1061,311,1120,362,,0.0,0,0,0,0,
1540,car,0.447,223,989,302,1062,340,,0.0,0,0,0,0,
1540,car,0.462,224,1511,311,1572,384,,0.0,0,0,0,0,
1541,person,0.697,181,800,285,833,389,,0.0,0,0,0,0,
1541,car,0.825,198,1206,305,1347,427,MATRICULA,0.745,1256,384,1300,397,MATRICULA
1541,car,0.672,165,1330,321,1380,362,,0.0,0,0,0,0,
1541,car,0.723,186,1433,322,1512,382,,0.0,0,0,0,0,
1541,person,0.724,201,509,283,561,411,,0.0,0,0,0,0,
1541,person,0.56,214,1574,316,1649,454,,0.0,0,0,0,0,
1541,person,0.623,144,755,290,787,386,,0.0,0,0,0,0,
1541,car,0.471,219,1377,325,1439,362,,0.0,0,0,0,0,
1541,car,0.681,216,1103,307,1177,359,,0.0,0,0,0,0,
1541,car,0.412,192,1063,311,1119,362,,0.0,0,0,0,0,
1541,car,0.441,223,990,302,1062,340,,0.0,0,0,0,0,
1541,car,0.401,224,1511,311,1573,384,,0.0,0,0,0,0,
1542,person,0.7,181,800,284,834,389,,0.0,0,0,0,0,
1542,car,0.821,198,1207,305,1350,428,MATRICULA,0.745,1256,384,1300,397,MATRICULA
1542,car,0.602,165,1332,322,1380,362,,0.0,0,0,0,0,
1542,car,0.721,186,1433,322,1512,382,,0.0,0,0,0,0,
1542,person,0.627,201,507,282,558,411,,0.0,0,0,0,0,
1542,person,0.699,214,1568,314,1640,452,,0.0,0,0,0,0,
1542,person,0.636,144,756,288,788,386,,0.0,0,0,0,0,
1542,car,0.452,219,1377,325,1438,362,,0.0,0,0,0,0,
1542,car,0.718,216,1106,307,1178,360,,0.0,0,0,0,0,
1542,car,0.419,192,1068,311,1118,362,,0.0,0,0,0,0,
1542,car,0.424,223,991,302,1062,339,,0.0,0,0,0,0,
1543,person,0.706,181,800,283,834,389,,0.0,0,0,0,0,
1543,car,0.808,198,1208,304,1351,430,MATRICULA,0.745,1256,384,1300,397,MATRICULA
1543,car,0.499,165,1335,322,1382,363,,0.0,0,0,0,0,
1543,car,0.725,186,1433,322,1512,382,,0.0,0,0,0,0,
1543,person,0.599,201,506,282,556,411,,0.0,0,0,0,0,
1543,person,0.551,214,1567,314,1631,448,,0.0,0,0,0,0,
1543,person,0.596,144,756,289,789,387,,0.0,0,0,0,0,
1543,car,0.448,219,1380,325,1437,362,,0.0,0,0,0,0,
1543,car,0.748,216,1107,308,1178,360,,0.0,0,0,0,0,
1543,car,0.438,192,1070,310,1117,362,,0.0,0,0,0,0,
1543,car,0.439,223,991,302,1061,339,,0.0,0,0,0,0,
1544,person,0.715,181,800,283,835,389,,0.0,0,0,0,0,
1544,car,0.771,198,1209,302,1354,430,MATRICULA,0.745,1256,384,1300,397,MATRICULA
1544,car,0.45,165,1339,322,1382,362,,0.0,0,0,0,0,
1544,car,0.722,186,1433,322,1512,382,,0.0,0,0,0,0,
1544,person,0.539,201,505,282,554,410,,0.0,0,0,0,0,
1544,person,0.55,214,1559,315,1624,445,,0.0,0,0,0,0,
1544,person,0.678,144,756,289,791,388,,0.0,0,0,0,0,
1544,car,0.46,219,1382,324,1436,361,,0.0,0,0,0,0,
1544,car,0.728,216,1108,308,1179,361,,0.0,0,0,0,0,
1544,car,0.413,192,1072,310,1118,363,,0.0,0,0,0,0,
1544,car,0.436,223,991,302,1062,339,,0.0,0,0,0,0,
1544,car,0.46,228,1364,324,1399,361,,0.0,0,0,0,0,
1545,person,0.719,181,801,283,835,390,,0.0,0,0,0,0,
1545,car,0.772,198,1209,301,1359,432,MATRICULA,0.848,1266,392,1310,405,MATRICULA
1545,car,0.427,165,1342,321,1381,361,,0.0,0,0,0,0,
1545,car,0.729,186,1433,322,1512,382,,0.0,0,0,0,0,
1545,person,0.617,201,503,281,551,410,,0.0,0,0,0,0,
1545,person,0.593,214,1553,314,1615,444,,0.0,0,0,0,0,
1545,person,0.678,144,757,290,794,389,,0.0,0,0,0,0,
1545,car,0.505,219,1384,324,1435,361,,0.0,0,0,0,0,
1545,car,0.736,216,1108,307,1179,362,,0.0,0,0,0,0,
1545,car,0.412,192,1075,310,1118,364,,0.0,0,0,0,0,
1545,car,0.463,223,991,302,1067,340,,0.0,0,0,0,0,
1545,car,0.49,228,1366,324,1399,361,,0.0,0,0,0,0,
1546,person,0.7,181,801,283,835,390,,0.0,0,0,0,0,
1546,car,0.778,198,1210,300,1363,433,MATRICULA,0.848,1266,392,1310,405,MATRICULA
1546,car,0.725,186,1433,322,1512,382,,0.0,0,0,0,0,
1546,person,0.592,201,498,280,549,411,,0.0,0,0,0,0,
1546,person,0.53,214,1546,315,1606,440,,0.0,0,0,0,0,
1546,person,0.715,144,757,291,796,389,,0.0,0,0,0,0,
1546,car,0.498,219,1384,324,1435,361,,0.0,0,0,0,0,
1546,car,0.718,216,1110,306,1180,362,,0.0,0,0,0,0,
1546,car,0.468,223,991,302,1073,340,,0.0,0,0,0,0,
1546,car,0.494,228,1366,323,1399,360,,0.0,0,0,0,0,
1546,car,0.416,224,1506,311,1574,382,,0.0,0,0,0,0,
1547,person,0.69,181,802,284,835,389,,0.0,0,0,0,0,
1547,car,0.727,198,1209,300,1367,435,MATRICULA,0.848,1266,392,1310,405,MATRICULA
1547,car,0.723,186,1433,322,1512,382,,0.0,0,0,0,0,
1547,person,0.542,201,496,281,548,407,,0.0,0,0,0,0,
1547,person,0.552,214,1540,319,1600,438,,0.0,0,0,0,0,
1547,person,0.706,144,757,292,796,389,,0.0,0,0,0,0,
1547,car,0.515,219,1383,324,1435,361,,0.0,0,0,0,0,
1547,car,0.717,216,1111,305,1181,363,,0.0,0,0,0,0,
1547,car,0.428,223,991,302,1075,340,,0.0,0,0,0,0,
1547,car,0.52,228,1366,323,1399,360,,0.0,0,0,0,0,
1547,car,0.455,222,1086,307,1178,363,,0.0,0,0,0,0,
1548,person,0.713,181,802,284,835,389,,0.0,0,0,0,0,
1548,car,0.706,198,1209,301,1369,438,MATRICULA,0.848,1266,392,1310,405,MATRICULA
1548,car,0.717,186,1433,321,1512,382,,0.0,0,0,0,0,
1548,person,0.633,201,492,283,544,408,,0.0,0,0,0,0,
1548,person,0.575,214,1538,318,1595,435,,0.0,0,0,0,0,
1548,person,0.726,144,757,294,797,387,,0.0,0,0,0,0,
1548,car,0.515,219,1386,323,1435,360,,0.0,0,0,0,0,
1548,car,0.705,216,1110,306,1182,363,,0.0,0,0,0,0,
1548,car,0.475,223,991,301,1078,340,,0.0,0,0,0,0,
1548,car,0.544,228,1364,322,1398,358,,0.0,0,0,0,0,
1548,car,0.445,192,1083,310,1120,364,,0.0,0,0,0,0,
1549,person,0.719,181,803,285,836,390,,0.0,0,0,0,0,
1549,car,0.718,198,1209,300,1373,443,MATRICULA,0.848,1266,392,1310,405,MATRICULA
1549,car,0.71,186,1433,322,1513,381,,0.0,0,0,0,0,
1549,person,0.662,201,487,282,542,407,,0.0,0,0,0,0,
1549,person,0.622,214,1533,314,1593,436,,0.0,0,0,0,0,
1549,person,0.71,144,757,292,797,385,,0.0,0,0,0,0,
1549,car,0.511,219,1385,323,1435,360,,0.0,0,0,0,0,
1549,car,0.704,216,1109,306,1184,363,,0.0,0,0,0,0,
1549,car,0.465,223,990,301,1080,340,,0.0,0,0,0,0,
1549,car,0.458,228,1366,322,1398,357,,0.0,0,0,0,0,
1549,car,0.413,192,1084,308,1122,364,,0.0,0,0,0,0,
1550,person,0.702,181,804,285,837,390,,0.0,0,0,0,0,
1550,car,0.754,198,1209,300,1378,447,MATRICULA,0.909,1277,400,1328,415,MATRICULA
1550,car,0.711,186,1433,321,1513,381,,0.0,0,0,0,0,
1550,person,0.658,201,485,279,541,406,,0.0,0,0,0,0,
1550,person,0.639,214,1527,314,1589,437,,0.0,0,0,0,0,
1550,person,0.699,144,758,290,797,385,,0.0,0,0,0,0,
1550,car,0.542,219,1386,323,1437,361,,0.0,0,0,0,0,
1550,car,0.636,216,1105,306,1186,363,,0.0,0,0,0,0,
1550,car,0.458,223,989,300,1083,340,,0.0,0,0,0,0,
1550,car,0.427,228,1368,321,1398,356,,0.0,0,0,0,0,
1551,person,0.728,181,805,286,838,390,,0.0,0,0,0,0,
1551,car,0.832,198,1210,299,1382,450,MATRICULA,0.909,1277,400,1328,415,MATRICULA
1551,car,0.745,186,1432,320,1514,382,,0.0,0,0,0,0,
1551,person,0.633,201,481,274,539,410,,0.0,0,0,0,0,
1551,person,0.564,214,1523,314,1578,434,,0.0,0,0,0,0,
1551,person,0.688,144,759,291,797,385,,0.0,0,0,0,0,
1551,car,0.564,219,1386,323,1436,361,,0.0,0,0,0,0,
1551,car,0.646,216,1104,307,1188,363,,0.0,0,0,0,0,
1551,car,0.465,223,989,301,1085,340,,0.0,0,0,0,0,
1551,car,0.469,228,1367,321,1398,356,,0.0,0,0,0,0,
1552,person,0.73,181,805,286,838,390,,0.0,0,0,0,0,
1552,car,0.821,198,1211,299,1388,451,MATRICULA,0.909,1277,400,1328,415,MATRICULA
1552,car,0.737,186,1432,320,1515,382,,0.0,0,0,0,0,
1552,person,0.663,201,481,273,536,412,,0.0,0,0,0,0,
1552,person,0.629,214,1519,313,1572,430,,0.0,0,0,0,0,
1552,person,0.734,144,760,293,798,386,,0.0,0,0,0,0,
1552,car,0.544,219,1385,323,1436,362,,0.0,0,0,0,0,
1552,car,0.658,216,1103,306,1188,362,,0.0,0,0,0,0,
1552,car,0.465,223,988,301,1089,341,,0.0,0,0,0,0,
1553,person,0.699,181,806,287,838,389,,0.0,0,0,0,0,
1553,car,0.797,198,1212,299,1394,455,MATRICULA,0.909,1277,400,1328,415,MATRICULA
1553,car,0.777,186,1432,319,1516,382,,0.0,0,0,0,0,
1553,person,0.644,201,479,274,532,413,,0.0,0,0,0,0,
1553,person,0.709,214,1514,312,1568,428,,0.0,0,0,0,0,
1553,person,0.721,144,760,296,799,386,,0.0,0,0,0,0,
1553,car,0.554,219,1382,324,1440,362,,0.0,0,0,0,0,
1553,car,0.621,216,1104,306,1189,362,,0.0,0,0,0,0,
1553,car,0.533,223,987,302,1093,343,,0.0,0,0,0,0,
1554,person,0.729,181,806,287,839,389,,0.0,0,0,0,0,
1554,car,0.775,198,1215,298,1401,458,MATRICULA,0.909,1277,400,1328,415,MATRICULA
1554,car,0.743,186,1432,320,1517,382,,0.0,0,0,0,0,
1554,person,0.627,201,476,275,530,414,,0.0,0,0,0,0,
1554,person,0.679,214,1511,313,1561,426,,0.0,0,0,0,0,
1554,person,0.652,144,761,298,799,386,,0.0,0,0,0,0,
1554,car,0.517,219,1381,323,1443,362,,0.0,0,0,0,0,
1554,car,0.606,216,1108,307,1189,362,,0.0,0,0,0,0,
1554,car,0.501,223,987,302,1096,344,,0.0,0,0,0,0,
1555,person,0.715,181,807,287,839,388,,0.0,0,0,0,0,
1555,car,0.818,198,1215,297,1408,463,MATRICULA,0.863,1298,411,1356,428,MATRICULA
1555,car,0.713,186,1433,321,1516,381,,0.0,0,0,0,0,
1555,person,0.639,201,474,274,528,415,,0.0,0,0,0,0,
1555,person,0.709,214,1507,314,1556,427,,0.0,0,0,0,0,
1555,person,0.702,144,763,297,799,387,,0.0,0,0,0,0,
1555,car,0.539,219,1383,323,1444,364,,0.0,0,0,0,0,
1555,car,0.59,216,1111,309,1192,363,,0.0,0,0,0,0,
1555,car,0.565,223,987,303,1095,344,,0.0,0,0,0,0,
1556,person,0.725,181,807,288,839,387,,0.0,0,0,0,0,
1556,car,0.861,198,1214,297,1416,468,MATRICULA,0.863,1298,411,1356,428,MATRICULA
1556,car,0.682,186,1433,323,1515,380,,0.0,0,0,0,0,
1556,person,0.627,201,471,273,525,415,,0.0,0,0,0,0,
1556,person,0.63,214,1502,320,1553,426,,0.0,0,0,0,0,
1556,person,0.712,144,764,296,799,390,,0.0,0,0,0,0,
1556,car,0.559,219,1386,321,1447,366,,0.0,0,0,0,0,
1556,car,0.679,216,1110,310,1197,363,,0.0,0,0,0,0,
1556,car,0.51,223,986,302,1093,343,,0.0,0,0,0,0,
1557,person,0.719,181,808,288,840,387,,0.0,0,0,0,0,
