fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
956,car,0.694,106,1148,305,1213,359,,0.0,0,0,0,0,
956,car,0.597,110,1302,319,1345,348,,0.0,0,0,0,0,
956,car,0.597,112,1344,321,1385,352,,0.0,0,0,0,0,
956,car,0.578,113,1365,323,1399,357,,0.0,0,0,0,0,
956,car,0.5,91,1384,324,1435,361,,0.0,0,0,0,0,
956,car,0.474,117,1387,323,1453,369,,0.0,0,0,0,0,
956,car,0.542,86,1434,323,1513,379,,0.0,0,0,0,0,
956,car,0.409,114,1245,313,1283,340,,0.0,0,0,0,0,
957,car,0.711,106,1146,305,1212,359,,0.0,0,0,0,0,
957,car,0.59,110,1302,319,1345,348,,0.0,0,0,0,0,
957,car,0.598,112,1344,321,1384,352,,0.0,0,0,0,0,
957,car,0.584,113,1364,323,1399,357,,0.0,0,0,0,0,
957,car,0.497,91,1384,324,1435,361,,0.0,0,0,0,0,
957,car,0.46,117,1387,323,1453,369,,0.0,0,0,0,0,
957,car,0.54,86,1434,323,1513,379,,0.0,0,0,0,0,
957,car,0.415,114,1245,313,1283,340,,0.0,0,0,0,0,
958,car,0.727,106,1145,305,1212,360,,0.0,0,0,0,0,
958,car,0.592,110,1302,319,1345,348,,0.0,0,0,0,0,
958,car,0.603,112,1344,321,1384,352,,0.0,0,0,0,0,
958,car,0.58,113,1365,323,1399,357,,0.0,0,0,0,0,
958,car,0.498,91,1383,324,1435,360,,0.0,0,0,0,0,
958,car,0.463,117,1387,323,1452,369,,0.0,0,0,0,0,
958,car,0.551,86,1434,323,1513,379,,0.0,0,0,0,0,
958,car,0.413,114,1245,313,1283,340,,0.0,0,0,0,0,
959,car,0.714,106,1144,304,1212,360,,0.0,0,0,0,0,
959,car,0.589,110,1302,319,1345,348,,0.0,0,0,0,0,
959,car,0.593,112,1344,321,1384,352,,0.0,0,0,0,0,
959,car,0.574,113,1365,323,1399,357,,0.0,0,0,0,0,
959,car,0.495,91,1383,324,1435,360,,0.0,0,0,0,0,
959,car,0.466,117,1387,323,1452,369,,0.0,0,0,0,0,
959,car,0.546,86,1434,323,1513,378,,0.0,0,0,0,0,
959,car,0.4,114,1245,313,1283,340,,0.0,0,0,0,0,
960,car,0.739,106,1143,303,1211,361,,0.0,0,0,0,0,
960,car,0.587,110,1302,319,1344,348,,0.0,0,0,0,0,
960,car,0.576,112,1344,321,1384,353,,0.0,0,0,0,0,
960,car,0.569,113,1364,323,1398,357,,0.0,0,0,0,0,
960,car,0.51,91,1383,324,1434,360,,0.0,0,0,0,0,
960,car,0.464,117,1387,323,1450,369,,0.0,0,0,0,0,
960,car,0.557,86,1434,323,1513,378,,0.0,0,0,0,0,
961,car,0.73,106,1143,303,1211,361,,0.0,0,0,0,0,
961,car,0.586,110,1302,319,1344,348,,0.0,0,0,0,0,
961,car,0.58,112,1343,321,1382,353,,0.0,0,0,0,0,
961,car,0.554,113,1365,323,1398,357,,0.0,0,0,0,0,
961,car,0.508,91,1383,324,1434,361,,0.0,0,0,0,0,
961,car,0.469,117,1387,323,1450,369,,0.0,0,0,0,0,
961,car,0.564,86,1434,324,1513,379,,0.0,0,0,0,0,
962,car,0.749,106,1142,303,1211,361,,0.0,0,0,0,0,
962,car,0.58,110,1302,319,1344,348,,0.0,0,0,0,0,
962,car,0.576,112,1344,321,1384,353,,0.0,0,0,0,0,
962,car,0.565,113,1364,323,1398,357,,0.0,0,0,0,0,
962,car,0.503,91,1383,324,1434,361,,0.0,0,0,0,0,
962,car,0.466,117,1387,323,1449,369,,0.0,0,0,0,0,
962,car,0.561,86,1434,324,1513,378,,0.0,0,0,0,0,
963,car,0.753,106,1141,303,1210,361,,0.0,0,0,0,0,
963,car,0.574,110,1302,319,1344,348,,0.0,0,0,0,0,
963,car,0.576,112,1344,321,1383,353,,0.0,0,0,0,0,
963,car,0.558,113,1365,323,1398,357,,0.0,0,0,0,0,
963,car,0.506,91,1383,324,1435,361,,0.0,0,0,0,0,
963,car,0.469,117,1387,323,1450,369,,0.0,0,0,0,0,
963,car,0.554,86,1434,324,1513,378,,0.0,0,0,0,0,
964,car,0.771,106,1141,304,1210,361,,0.0,0,0,0,0,
964,car,0.568,110,1302,319,1344,348,,0.0,0,0,0,0,
964,car,0.577,112,1343,321,1383,353,,0.0,0,0,0,0,
964,car,0.55,113,1365,323,1398,357,,0.0,0,0,0,0,
964,car,0.507,91,1383,324,1435,361,,0.0,0,0,0,0,
964,car,0.475,117,1387,323,1451,370,,0.0,0,0,0,0,
964,car,0.552,86,1434,324,1513,378,,0.0,0,0,0,0,
965,car,0.757,106,1140,304,1210,362,,0.0,0,0,0,0,
965,car,0.568,110,1302,319,1344,348,,0.0,0,0,0,0,
965,car,0.582,112,1343,321,1384,353,,0.0,0,0,0,0,
965,car,0.561,113,1365,323,1398,357,,0.0,0,0,0,0,
965,car,0.509,91,1383,324,1435,361,,0.0,0,0,0,0,
965,car,0.467,117,1387,323,1450,369,,0.0,0,0,0,0,
965,car,0.543,86,1434,324,1513,378,,0.0,0,0,0,0,
966,car,0.773,106,1139,304,1210,363,,0.0,0,0,0,0,
966,car,0.571,110,1302,319,1344,348,,0.0,0,0,0,0,
966,car,0.565,112,1343,321,1383,353,,0.0,0,0,0,0,
966,car,0.556,113,1365,323,1398,357,,0.0,0,0,0,0,
966,car,0.506,91,1383,324,1434,361,,0.0,0,0,0,0,
966,car,0.463,117,1387,323,1451,369,,0.0,0,0,0,0,
966,car,0.539,86,1434,324,1513,378,,0.0,0,0,0,0,
967,car,0.79,106,1138,304,1210,364,,0.0,0,0,0,0,
967,car,0.563,110,1303,319,1345,349,,0.0,0,0,0,0,
967,car,0.574,112,1343,321,1384,353,,0.0,0,0,0,0,
967,car,0.552,113,1365,323,1398,357,,0.0,0,0,0,0,
967,car,0.504,91,1383,324,1434,361,,0.0,0,0,0,0,
967,car,0.467,117,1387,323,1451,369,,0.0,0,0,0,0,
967,car,0.538,86,1434,324,1513,378,,0.0,0,0,0,0,
968,car,0.792,106,1137,304,1210,364,,0.0,0,0,0,0,
968,car,0.562,110,1303,319,1345,349,,0.0,0,0,0,0,
968,car,0.579,112,1343,321,1385,353,,0.0,0,0,0,0,
968,car,0.562,113,1364,323,1398,357,,0.0,0,0,0,0,
968,car,0.503,91,1384,324,1434,361,,0.0,0,0,0,0,
968,car,0.471,117,1387,323,1452,370,,0.0,0,0,0,0,
968,car,0.542,86,1434,324,1513,378,,0.0,0,0,0,0,
969,car,0.787,106,1135,304,1210,365,,0.0,0,0,0,0,
969,car,0.56,110,1303,319,1345,349,,0.0,0,0,0,0,
969,car,0.566,112,1343,321,1385,353,,0.0,0,0,0,0,
969,car,0.546,113,1365,323,1398,357,,0.0,0,0,0,0,
969,car,0.5,91,1383,324,1435,361,,0.0,0,0,0,0,
969,car,0.466,117,1387,323,1452,370,,0.0,0,0,0,0,
969,car,0.544,86,1434,324,1513,378,,0.0,0,0,0,0,
970,car,0.815,106,1133,304,1209,366,,0.0,0,0,0,0,
970,car,0.568,110,1303,319,1345,349,,0.0,0,0,0,0,
970,car,0.566,112,1343,321,1384,353,,0.0,0,0,0,0,
970,car,0.544,113,1366,323,1398,357,,0.0,0,0,0,0,
970,car,0.503,91,1383,324,1434,361,,0.0,0,0,0,0,
970,car,0.459,117,1387,323,1450,369,,0.0,0,0,0,0,
970,car,0.543,86,1434,324,1513,378,,0.0,0,0,0,0,
971,car,0.819,106,1131,304,1209,366,,0.0,0,0,0,0,
971,car,0.554,110,1303,319,1345,349,,0.0,0,0,0,0,
971,car,0.562,112,1343,321,1384,353,,0.0,0,0,0,0,
971,car,0.547,113,1366,323,1398,357,,0.0,0,0,0,0,
971,car,0.499,91,1383,324,1434,361,,0.0,0,0,0,0,
971,car,0.467,117,1387,323,1451,370,,0.0,0,0,0,0,
971,car,0.539,86,1434,324,1513,378,,0.0,0,0,0,0,
972,car,0.832,106,1129,304,1209,367,,0.0,0,0,0,0,
972,car,0.564,110,1302,319,1345,348,,0.0,0,0,0,0,
972,car,0.587,112,1343,321,1384,353,,0.0,0,0,0,0,
972,car,0.561,113,1366,323,1398,357,,0.0,0,0,0,0,
972,car,0.508,91,1383,324,1434,361,,0.0,0,0,0,0,
972,car,0.462,117,1387,323,1452,370,,0.0,0,0,0,0,
972,car,0.532,86,1434,324,1513,378,,0.0,0,0,0,0,
973,car,0.796,106,1128,303,1209,368,,0.0,0,0,0,0,
973,car,0.581,110,1302,319,1345,348,,0.0,0,0,0,0,
973,car,0.581,112,1344,321,1384,353,,0.0,0,0,0,0,
973,car,0.546,113,1364,323,1397,357,,0.0,0,0,0,0,
973,car,0.509,91,1383,324,1434,360,,0.0,0,0,0,0,
973,car,0.45,117,1387,323,1452,369,,0.0,0,0,0,0,
973,car,0.541,86,1434,324,1513,379,,0.0,0,0,0,0,
974,car,0.81,106,1128,303,1208,368,,0.0,0,0,0,0,
974,car,0.583,110,1302,319,1345,348,,0.0,0,0,0,0,
974,car,0.574,112,1344,321,1385,352,,0.0,0,0,0,0,
974,car,0.573,113,1365,323,1398,357,,0.0,0,0,0,0,
974,car,0.504,91,1384,324,1434,360,,0.0,0,0,0,0,
974,car,0.462,117,1387,323,1452,370,,0.0,0,0,0,0,
974,car,0.516,86,1434,324,1513,379,,0.0,0,0,0,0,
975,car,0.81,106,1126,302,1208,369,MATRICULA,0.563,1153,347,1174,352,MATRICULA
975,car,0.562,110,1302,319,1345,348,,0.0,0,0,0,0,
975,car,0.583,112,1344,321,1387,352,,0.0,0,0,0,0,
975,car,0.551,113,1362,323,1397,357,,0.0,0,0,0,0,
975,car,0.494,91,1384,324,1435,361,,0.0,0,0,0,0,
975,car,0.45,117,1387,323,1453,370,,0.0,0,0,0,0,
975,car,0.526,86,1433,324,1513,379,,0.0,0,0,0,0,
975,car,0.775,122,1852,416,1919,554,,0.0,0,0,0,0,
976,car,0.777,106,1125,301,1207,369,MATRICULA,0.563,1153,347,1174,352,MATRICULA
976,car,0.577,110,1302,319,1345,348,,0.0,0,0,0,0,
976,car,0.578,112,1344,321,1387,352,,0.0,0,0,0,0,
976,car,0.568,113,1363,322,1398,357,,0.0,0,0,0,0,
976,car,0.509,91,1384,324,1435,361,,0.0,0,0,0,0,
976,car,0.458,117,1387,323,1452,370,,0.0,0,0,0,0,
976,car,0.52,86,1433,324,1513,379,,0.0,0,0,0,0,
976,car,0.756,122,1833,409,1919,551,,0.0,0,0,0,0,
977,car,0.752,106,1123,301,1206,369,MATRICULA,0.563,1153,347,1174,352,MATRICULA
977,car,0.577,110,1302,319,1345,348,,0.0,0,0,0,0,
977,car,0.586,112,1344,321,1387,352,,0.0,0,0,0,0,
977,car,0.583,113,1363,323,1398,357,,0.0,0,0,0,0,
977,car,0.512,91,1384,324,1435,361,,0.0,0,0,0,0,
977,car,0.464,117,1387,323,1452,370,,0.0,0,0,0,0,
977,car,0.517,86,1433,324,1513,379,,0.0,0,0,0,0,
977,car,0.8,122,1808,393,1919,545,,0.0,0,0,0,0,
978,car,0.778,106,1121,301,1206,370,MATRICULA,0.563,1153,347,1174,352,MATRICULA
978,car,0.572,110,1302,319,1345,348,,0.0,0,0,0,0,
978,car,0.601,112,1344,321,1387,352,,0.0,0,0,0,0,
978,car,0.587,113,1361,322,1398,357,,0.0,0,0,0,0,
978,car,0.513,91,1384,324,1435,361,,0.0,0,0,0,0,
978,car,0.478,117,1387,323,1452,370,,0.0,0,0,0,0,
978,car,0.524,86,1434,324,1513,378,,0.0,0,0,0,0,
978,car,0.856,122,1785,373,1919,541,,0.0,0,0,0,0,
979,car,0.834,106,1119,300,1205,370,MATRICULA,0.563,1153,347,1174,352,MATRICULA
979,car,0.569,110,1302,319,1345,348,,0.0,0,0,0,0,
979,car,0.599,112,1344,321,1387,352,,0.0,0,0,0,0,
979,car,0.58,113,1362,323,1397,357,,0.0,0,0,0,0,
979,car,0.511,91,1384,324,1435,361,,0.0,0,0,0,0,
979,car,0.463,117,1387,323,1452,370,,0.0,0,0,0,0,
979,car,0.55,86,1433,324,1513,379,,0.0,0,0,0,0,
979,car,0.848,122,1763,353,1919,538,,0.0,0,0,0,0,
980,car,0.801,106,1118,300,1205,371,MATRICULA,0.554,1146,348,1169,354,MATRICULA
980,car,0.562,110,1302,319,1345,348,,0.0,0,0,0,0,
980,car,0.591,112,1344,321,1387,352,,0.0,0,0,0,0,
980,car,0.573,113,1360,322,1397,357,,0.0,0,0,0,0,
980,car,0.505,91,1384,324,1436,361,,0.0,0,0,0,0,
980,car,0.482,117,1387,323,1453,370,,0.0,0,0,0,0,
980,car,0.542,86,1433,324,1513,379,,0.0,0,0,0,0,
980,car,0.862,122,1743,341,1919,535,,0.0,0,0,0,0,
981,car,0.806,106,1116,300,1205,371,MATRICULA,0.554,1146,348,1169,354,MATRICULA
981,car,0.563,110,1302,319,1345,348,,0.0,0,0,0,0,
981,car,0.58,112,1344,321,1387,352,,0.0,0,0,0,0,
981,car,0.562,113,1361,323,1397,357,,0.0,0,0,0,0,
981,car,0.509,91,1384,324,1435,361,,0.0,0,0,0,0,
981,car,0.472,117,1387,323,1452,370,,0.0,0,0,0,0,
981,car,0.555,86,1434,324,1513,379,,0.0,0,0,0,0,
981,car,0.911,122,1722,337,1919,545,,0.0,0,0,0,0,
982,car,0.843,106,1115,300,1205,372,MATRICULA,0.554,1146,348,1169,354,MATRICULA
982,car,0.564,110,1302,319,1345,348,,0.0,0,0,0,0,
982,car,0.585,112,1344,321,1387,352,,0.0,0,0,0,0,
982,car,0.566,113,1361,323,1397,357,,0.0,0,0,0,0,
982,car,0.509,91,1384,324,1435,361,,0.0,0,0,0,0,
982,car,0.468,117,1387,323,1452,370,,0.0,0,0,0,0,
982,car,0.548,86,1434,324,1513,379,,0.0,0,0,0,0,
982,car,0.914,122,1702,336,1919,550,,0.0,0,0,0,0,
983,car,0.832,106,1113,300,1204,373,MATRICULA,0.554,1146,348,1169,354,MATRICULA
983,car,0.556,110,1302,319,1345,348,,0.0,0,0,0,0,
983,car,0.584,112,1344,321,1388,352,,0.0,0,0,0,0,
983,car,0.565,113,1360,322,1397,357,,0.0,0,0,0,0,
983,car,0.504,91,1384,324,1435,361,,0.0,0,0,0,0,
983,car,0.475,117,1387,323,1454,370,,0.0,0,0,0,0,
983,car,0.543,86,1433,324,1513,379,,0.0,0,0,0,0,
983,car,0.914,122,1684,334,1919,550,,0.0,0,0,0,0,
984,car,0.826,106,1112,300,1204,374,MATRICULA,0.554,1146,348,1169,354,MATRICULA
984,car,0.53,110,1303,319,1345,348,,0.0,0,0,0,0,
984,car,0.593,112,1343,321,1386,352,,0.0,0,0,0,0,
984,car,0.552,113,1363,323,1397,356,,0.0,0,0,0,0,
984,car,0.486,91,1383,324,1437,362,,0.0,0,0,0,0,
984,car,0.461,117,1386,323,1454,370,,0.0,0,0,0,0,
984,car,0.558,86,1433,324,1513,379,,0.0,0,0,0,0,
984,car,0.91,122,1670,332,1919,546,,0.0,0,0,0,0,
985,car,0.838,106,1112,300,1203,376,MATRICULA,0.663,1140,351,1164,358,MATRICULA
985,car,0.528,110,1303,319,1345,348,,0.0,0,0,0,0,
985,car,0.592,112,1343,321,1385,352,,0.0,0,0,0,0,
985,car,0.545,113,1364,323,1397,356,,0.0,0,0,0,0,
985,car,0.485,91,1383,325,1438,362,,0.0,0,0,0,0,
985,car,0.46,117,1386,323,1454,369,,0.0,0,0,0,0,
985,car,0.554,86,1433,324,1513,379,,0.0,0,0,0,0,
985,car,0.905,122,1652,331,1919,538,,0.0,0,0,0,0,
986,car,0.816,106,1110,299,1202,377,MATRICULA,0.663,1140,351,1164,358,MATRICULA
986,car,0.529,110,1303,319,1344,348,,0.0,0,0,0,0,
986,car,0.59,112,1343,321,1384,352,,0.0,0,0,0,0,
986,car,0.542,113,1365,323,1397,356,,0.0,0,0,0,0,
986,car,0.489,91,1383,325,1438,362,,0.0,0,0,0,0,
986,car,0.464,117,1386,323,1454,369,,0.0,0,0,0,0,
986,car,0.556,86,1433,324,1513,379,,0.0,0,0,0,0,
986,car,0.913,122,1638,330,1919,532,,0.0,0,0,0,0,
987,car,0.771,106,1108,300,1201,377,MATRICULA,0.663,1140,351,1164,358,MATRICULA
987,car,0.533,110,1303,319,1344,348,,0.0,0,0,0,0,
987,car,0.583,112,1343,321,1384,352,,0.0,0,0,0,0,
987,car,0.538,113,1366,323,1397,356,,0.0,0,0,0,0,
987,car,0.493,91,1383,325,1438,362,,0.0,0,0,0,0,
987,car,0.471,117,1386,323,1455,369,,0.0,0,0,0,0,
987,car,0.55,86,1433,324,1513,378,,0.0,0,0,0,0,
987,car,0.897,122,1624,329,1919,526,,0.0,0,0,0,0,
988,car,0.789,106,1106,300,1199,378,MATRICULA,0.663,1140,351,1164,358,MATRICULA
988,car,0.54,110,1303,319,1344,348,,0.0,0,0,0,0,
988,car,0.582,112,1343,321,1384,352,,0.0,0,0,0,0,
988,car,0.54,113,1367,323,1397,356,,0.0,0,0,0,0,
988,car,0.492,91,1383,325,1438,362,,0.0,0,0,0,0,
988,car,0.474,117,1386,323,1454,369,,0.0,0,0,0,0,
988,car,0.555,86,1433,324,1513,378,,0.0,0,0,0,0,
988,car,0.906,122,1611,329,1919,523,,0.0,0,0,0,0,
989,car,0.81,106,1104,300,1199,379,MATRICULA,0.663,1140,351,1164,358,MATRICULA
989,car,0.537,110,1303,319,1344,348,,0.0,0,0,0,0,
989,car,0.582,112,1343,321,1384,352,,0.0,0,0,0,0,
989,car,0.538,113,1366,323,1397,356,,0.0,0,0,0,0,
989,car,0.493,91,1383,325,1438,362,,0.0,0,0,0,0,
989,car,0.476,117,1386,323,1454,369,,0.0,0,0,0,0,
989,car,0.565,86,1433,323,1513,379,,0.0,0,0,0,0,
989,car,0.903,122,1597,329,1919,520,,0.0,0,0,0,0,
990,car,0.77,106,1103,299,1200,381,MATRICULA,0.699,1132,354,1157,361,MATRICULA
990,car,0.523,110,1303,319,1344,348,,0.0,0,0,0,0,
990,car,0.576,112,1344,321,1385,352,,0.0,0,0,0,0,
990,car,0.536,113,1365,323,1396,356,,0.0,0,0,0,0,
990,car,0.486,91,1383,325,1439,362,,0.0,0,0,0,0,
990,car,0.472,117,1386,323,1454,369,,0.0,0,0,0,0,
990,car,0.558,86,1432,323,1513,379,,0.0,0,0,0,0,
990,car,0.898,106,1586,330,1919,516,MATRICULA,0.533,1819,450,1885,467,MATRICULA
991,car,0.803,106,1102,299,1200,382,MATRICULA,0.533,1819,450,1885,467,MATRICULA
991,car,0.53,110,1303,319,1344,348,,0.0,0,0,0,0,
991,car,0.586,112,1344,321,1385,352,,0.0,0,0,0,0,
991,car,0.538,113,1365,323,1397,356,,0.0,0,0,0,0,
991,car,0.482,91,1383,324,1438,362,,0.0,0,0,0,0,
991,car,0.469,117,1386,323,1454,369,,0.0,0,0,0,0,
991,car,0.567,86,1432,323,1513,379,,0.0,0,0,0,0,
991,car,0.912,122,1575,329,1914,510,,0.0,0,0,0,0,
992,car,0.818,106,1099,298,1200,383,MATRICULA,0.533,1819,450,1885,467,MATRICULA
992,car,0.513,110,1303,319,1344,348,,0.0,0,0,0,0,
992,car,0.587,112,1344,321,1386,352,,0.0,0,0,0,0,
992,car,0.535,113,1363,323,1397,356,,0.0,0,0,0,0,
992,car,0.468,91,1383,324,1439,362,,0.0,0,0,0,0,
992,car,0.461,117,1386,323,1454,369,,0.0,0,0,0,0,
992,car,0.595,86,1432,323,1513,379,,0.0,0,0,0,0,
992,car,0.916,122,1565,329,1901,505,,0.0,0,0,0,0,
992,person,0.448,123,930,294,961,360,,0.0,0,0,0,0,
993,car,0.828,106,1098,298,1198,384,MATRICULA,0.533,1819,450,1885,467,MATRICULA
993,car,0.518,110,1303,319,1344,348,,0.0,0,0,0,0,
993,car,0.584,112,1344,321,1385,352,,0.0,0,0,0,0,
993,car,0.542,113,1364,323,1397,356,,0.0,0,0,0,0,
993,car,0.478,91,1383,324,1439,362,,0.0,0,0,0,0,
993,car,0.473,117,1386,323,1453,370,,0.0,0,0,0,0,
993,car,0.609,86,1433,323,1513,379,,0.0,0,0,0,0,
993,car,0.905,122,1556,329,1881,500,,0.0,0,0,0,0,
994,car,0.819,106,1096,298,1195,384,MATRICULA,0.533,1819,450,1885,467,MATRICULA
994,car,0.526,110,1303,319,1344,348,,0.0,0,0,0,0,
994,car,0.604,112,1344,321,1385,352,,0.0,0,0,0,0,
994,car,0.563,113,1363,323,1397,356,,0.0,0,0,0,0,
994,car,0.482,91,1383,324,1438,362,,0.0,0,0,0,0,
994,car,0.476,117,1386,323,1453,369,,0.0,0,0,0,0,
994,car,0.597,86,1434,323,1513,379,,0.0,0,0,0,0,
994,car,0.909,122,1546,330,1859,495,,0.0,0,0,0,0,
994,car,0.528,124,1507,313,1572,383,,0.0,0,0,0,0,
995,car,0.829,106,1093,298,1193,385,MATRICULA,0.533,1819,450,1885,467,MATRICULA
995,car,0.517,110,1303,319,1344,348,,0.0,0,0,0,0,
995,car,0.592,112,1343,321,1385,352,,0.0,0,0,0,0,
995,car,0.543,113,1364,323,1397,356,,0.0,0,0,0,0,
995,car,0.481,91,1383,324,1438,362,,0.0,0,0,0,0,
995,car,0.481,117,1386,323,1452,370,,0.0,0,0,0,0,
995,car,0.631,86,1434,322,1513,379,,0.0,0,0,0,0,
995,car,0.919,106,1538,329,1837,491,MATRICULA,0.764,1721,433,1781,448,MATRICULA
995,car,0.539,124,1507,313,1574,383,,0.0,0,0,0,0,
995,car,0.401,125,1506,314,1623,384,,0.0,0,0,0,0,
996,car,0.855,106,1090,298,1192,386,MATRICULA,0.764,1721,433,1781,448,MATRICULA
996,car,0.51,110,1303,319,1344,348,,0.0,0,0,0,0,
996,car,0.589,112,1344,321,1386,352,,0.0,0,0,0,0,
996,car,0.557,113,1360,323,1396,356,,0.0,0,0,0,0,
996,car,0.498,91,1383,324,1439,362,,0.0,0,0,0,0,
996,car,0.483,117,1386,323,1454,370,,0.0,0,0,0,0,
996,car,0.634,86,1433,322,1513,379,,0.0,0,0,0,0,
996,car,0.907,122,1529,329,1818,486,,0.0,0,0,0,0,
996,car,0.497,124,1506,313,1575,384,,0.0,0,0,0,0,
997,car,0.85,106,1089,298,1192,387,MATRICULA,0.764,1721,433,1781,448,MATRICULA
997,car,0.516,110,1303,319,1344,348,,0.0,0,0,0,0,
997,car,0.597,112,1344,321,1386,352,,0.0,0,0,0,0,
997,car,0.559,113,1358,323,1396,356,,0.0,0,0,0,0,
997,car,0.5,91,1383,324,1439,362,,0.0,0,0,0,0,
997,car,0.479,117,1386,323,1454,370,,0.0,0,0,0,0,
997,car,0.623,86,1434,321,1513,378,,0.0,0,0,0,0,
997,car,0.907,122,1521,328,1799,483,,0.0,0,0,0,0,
997,car,0.559,124,1506,313,1576,384,,0.0,0,0,0,0,
998,car,0.847,106,1086,298,1192,388,MATRICULA,0.764,1721,433,1781,448,MATRICULA
998,car,0.512,110,1303,319,1344,348,,0.0,0,0,0,0,
998,car,0.577,112,1344,321,1386,352,,0.0,0,0,0,0,
998,car,0.573,113,1358,323,1396,356,,0.0,0,0,0,0,
998,car,0.506,91,1383,324,1438,361,,0.0,0,0,0,0,
998,car,0.473,117,1386,323,1454,370,,0.0,0,0,0,0,
998,car,0.525,86,1433,321,1513,377,,0.0,0,0,0,0,
998,car,0.875,122,1515,328,1781,480,,0.0,0,0,0,0,
998,car,0.433,124,1504,314,1575,385,,0.0,0,0,0,0,
999,car,0.881,106,1084,298,1192,388,MATRICULA,0.764,1721,433,1781,448,MATRICULA
999,car,0.504,110,1303,319,1344,348,,0.0,0,0,0,0,
999,car,0.56,112,1344,321,1386,352,,0.0,0,0,0,0,
999,car,0.553,113,1359,323,1396,356,,0.0,0,0,0,0,
999,car,0.498,91,1383,324,1437,361,,0.0,0,0,0,0,
999,car,0.457,117,1386,323,1454,369,,0.0,0,0,0,0,
999,car,0.518,86,1433,321,1514,377,,0.0,0,0,0,0,
999,car,0.887,122,1507,328,1764,476,,0.0,0,0,0,0,
1000,car,0.857,106,1082,298,1189,388,MATRICULA,0.685,1114,359,1143,368,MATRICULA
1000,car,0.508,110,1304,319,1344,348,,0.0,0,0,0,0,
1000,car,0.557,112,1344,321,1386,352,,0.0,0,0,0,0,
1000,car,0.558,113,1359,323,1396,357,,0.0,0,0,0,0,
1000,car,0.494,91,1384,324,1436,361,,0.0,0,0,0,0,
1000,car,0.445,117,1386,323,1453,369,,0.0,0,0,0,0,
1000,car,0.471,86,1433,321,1514,377,,0.0,0,0,0,0,
1000,car,0.889,106,1499,328,1748,473,MATRICULA,0.576,1647,419,1701,433,MATRICULA
1001,car,0.847,106,1080,298,1186,388,MATRICULA,0.576,1647,419,1701,433,MATRICULA
1001,car,0.516,110,1304,319,1344,348,,0.0,0,0,0,0,
1001,car,0.557,112,1344,321,1386,352,,0.0,0,0,0,0,
1001,car,0.567,113,1360,322,1396,357,,0.0,0,0,0,0,
1001,car,0.493,91,1384,324,1436,361,,0.0,0,0,0,0,
1001,car,0.448,117,1386,323,1454,369,,0.0,0,0,0,0,
1001,car,0.501,86,1433,322,1515,377,,0.0,0,0,0,0,
1001,car,0.885,122,1490,328,1733,470,,0.0,0,0,0,0,
1002,car,0.83,106,1076,298,1186,389,MATRICULA,0.576,1647,419,1701,433,MATRICULA
1002,car,0.511,110,1304,319,1344,348,,0.0,0,0,0,0,
1002,car,0.547,112,1344,321,1386,352,,0.0,0,0,0,0,
1002,car,0.556,113,1361,323,1396,357,,0.0,0,0,0,0,
1002,car,0.485,91,1384,324,1436,361,,0.0,0,0,0,0,
1002,car,0.436,117,1386,323,1455,370,,0.0,0,0,0,0,
1002,car,0.527,86,1432,323,1515,378,,0.0,0,0,0,0,
1002,car,0.85,122,1484,328,1718,466,,0.0,0,0,0,0,
1002,car,0.43,126,1425,323,1472,375,,0.0,0,0,0,0,
1003,car,0.843,106,1071,297,1185,391,MATRICULA,0.576,1647,419,1701,433,MATRICULA
1003,car,0.515,110,1304,319,1344,348,,0.0,0,0,0,0,
1003,car,0.548,112,1344,321,1385,352,,0.0,0,0,0,0,
1003,car,0.567,113,1362,322,1396,357,,0.0,0,0,0,0,
1003,car,0.48,91,1384,324,1435,361,,0.0,0,0,0,0,
1003,car,0.403,117,1386,323,1453,370,,0.0,0,0,0,0,
1003,car,0.525,86,1433,322,1515,379,,0.0,0,0,0,0,
1003,car,0.808,122,1479,328,1703,462,,0.0,0,0,0,0,
1003,car,0.437,126,1426,323,1478,376,,0.0,0,0,0,0,
1004,car,0.817,106,1068,298,1182,391,MATRICULA,0.576,1647,419,1701,433,MATRICULA
1004,car,0.512,110,1304,319,1344,348,,0.0,0,0,0,0,
1004,car,0.539,112,1344,321,1385,352,,0.0,0,0,0,0,
1004,car,0.558,113,1362,323,1396,357,,0.0,0,0,0,0,
1004,car,0.469,91,1384,324,1434,361,,0.0,0,0,0,0,
1004,car,0.443,86,1430,324,1505,379,,0.0,0,0,0,0,
1004,car,0.848,122,1473,329,1691,459,,0.0,0,0,0,0,
1004,car,0.409,126,1427,323,1480,377,,0.0,0,0,0,0,
1005,car,0.734,106,1066,298,1181,392,MATRICULA,0.709,1102,363,1134,372,MATRICULA
1005,car,0.506,110,1304,319,1344,348,,0.0,0,0,0,0,
1005,car,0.545,112,1343,321,1387,353,,0.0,0,0,0,0,
1005,car,0.557,113,1359,322,1396,357,,0.0,0,0,0,0,
1005,car,0.461,91,1384,324,1435,361,,0.0,0,0,0,0,
1005,car,0.479,86,1428,324,1504,379,,0.0,0,0,0,0,
1005,car,0.846,106,1468,327,1679,458,MATRICULA,0.593,1589,409,1638,422,MATRICULA
