fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1693,car,0.948,243,1449,257,1920,749,detectada,0.958,1514,489,1615,517,
1693,car,0.839,253,964,298,1130,421,,0.0,0,0,0,0,
1693,person,0.518,175,882,292,908,370,,0.0,0,0,0,0,
1693,person,0.543,193,847,302,873,369,,0.0,0,0,0,0,
1693,car,0.701,266,1146,309,1206,357,,0.0,0,0,0,0,
1693,car,0.577,271,1303,319,1343,350,,0.0,0,0,0,0,
1693,car,0.582,272,1339,324,1386,352,,0.0,0,0,0,0,
1693,car,0.581,275,1254,317,1301,348,,0.0,0,0,0,0,
1693,car,0.468,276,1364,325,1401,358,,0.0,0,0,0,0,
1693,car,0.739,277,1426,321,1493,380,,0.0,0,0,0,0,
1694,car,0.947,243,1468,256,1920,772,detectada,0.958,1514,489,1615,517,
1694,car,0.814,253,957,298,1127,422,,0.0,0,0,0,0,
1694,person,0.574,175,882,291,908,371,,0.0,0,0,0,0,
1694,person,0.568,193,848,302,873,370,,0.0,0,0,0,0,
1694,car,0.687,266,1145,309,1208,358,,0.0,0,0,0,0,
1694,car,0.594,271,1302,319,1343,350,,0.0,0,0,0,0,
1694,car,0.568,272,1339,324,1386,352,,0.0,0,0,0,0,
1694,car,0.617,275,1254,318,1301,348,,0.0,0,0,0,0,
1694,car,0.478,276,1358,325,1401,358,,0.0,0,0,0,0,
1694,car,0.725,277,1425,321,1507,380,,0.0,0,0,0,0,
1695,car,0.929,243,1490,255,1920,803,,0.0,0,0,0,0,
1695,car,0.752,253,950,297,1124,425,,0.0,0,0,0,0,
1695,person,0.576,175,882,290,908,371,,0.0,0,0,0,0,
1695,person,0.512,193,849,302,873,368,,0.0,0,0,0,0,
1695,car,0.691,266,1145,308,1207,358,,0.0,0,0,0,0,
1695,car,0.593,271,1303,319,1343,350,,0.0,0,0,0,0,
1695,car,0.576,272,1340,324,1386,352,,0.0,0,0,0,0,
1695,car,0.582,275,1255,318,1300,348,,0.0,0,0,0,0,
1695,car,0.482,276,1361,325,1400,357,,0.0,0,0,0,0,
1695,car,0.784,277,1426,320,1512,381,,0.0,0,0,0,0,
1695,car,0.522,269,1255,317,1289,346,,0.0,0,0,0,0,
1696,car,0.923,243,1514,253,1920,824,detectada,0.958,1514,489,1615,517,
1696,car,0.791,253,942,296,1120,428,,0.0,0,0,0,0,
1696,person,0.653,175,883,289,909,369,,0.0,0,0,0,0,
1696,person,0.554,193,848,303,873,368,,0.0,0,0,0,0,
1696,car,0.697,266,1145,308,1207,359,,0.0,0,0,0,0,
1696,car,0.578,271,1304,319,1343,350,,0.0,0,0,0,0,
1696,car,0.576,272,1340,324,1385,352,,0.0,0,0,0,0,
1696,car,0.552,275,1255,318,1298,348,,0.0,0,0,0,0,
1696,car,0.484,276,1364,325,1401,358,,0.0,0,0,0,0,
1696,car,0.782,277,1426,320,1514,381,,0.0,0,0,0,0,
1696,car,0.492,269,1255,317,1288,346,,0.0,0,0,0,0,
1697,car,0.935,243,1541,250,1920,788,detectada,0.958,1514,489,1615,517,
1697,car,0.659,253,934,295,1117,431,,0.0,0,0,0,0,
1697,person,0.609,175,883,290,910,369,,0.0,0,0,0,0,
1697,person,0.56,193,848,303,873,368,,0.0,0,0,0,0,
1697,car,0.708,266,1145,309,1206,359,,0.0,0,0,0,0,
1697,car,0.623,271,1304,319,1343,350,,0.0,0,0,0,0,
1697,car,0.575,272,1340,324,1385,352,,0.0,0,0,0,0,
1697,car,0.512,275,1255,318,1300,348,,0.0,0,0,0,0,
1697,car,0.493,276,1364,325,1400,358,,0.0,0,0,0,0,
1697,car,0.766,277,1426,320,1514,381,,0.0,0,0,0,0,
1697,car,0.452,269,1255,317,1288,345,,0.0,0,0,0,0,
1698,car,0.927,243,1568,247,1920,772,detectada,0.958,1514,489,1615,517,
1698,car,0.528,253,925,295,1112,433,,0.0,0,0,0,0,
1698,person,0.661,175,882,289,910,369,,0.0,0,0,0,0,
1698,person,0.58,193,849,303,874,367,,0.0,0,0,0,0,
1698,car,0.699,266,1145,309,1206,359,,0.0,0,0,0,0,
1698,car,0.632,271,1304,319,1343,350,,0.0,0,0,0,0,
1698,car,0.607,272,1340,324,1385,352,,0.0,0,0,0,0,
1698,car,0.471,275,1255,317,1303,347,,0.0,0,0,0,0,
1698,car,0.493,276,1365,326,1401,358,,0.0,0,0,0,0,
1698,car,0.769,277,1426,320,1514,382,,0.0,0,0,0,0,
1698,car,0.416,269,1255,317,1287,345,,0.0,0,0,0,0,
1699,car,0.933,243,1600,246,1920,766,detectada,0.958,1514,489,1615,517,
1699,car,0.575,253,916,296,1107,435,,0.0,0,0,0,0,
1699,person,0.636,175,883,291,911,370,,0.0,0,0,0,0,
1699,person,0.616,193,849,303,875,369,,0.0,0,0,0,0,
1699,car,0.644,266,1145,308,1208,360,,0.0,0,0,0,0,
1699,car,0.629,271,1304,319,1343,350,,0.0,0,0,0,0,
1699,car,0.622,272,1340,325,1386,353,,0.0,0,0,0,0,
1699,car,0.458,275,1257,317,1303,347,,0.0,0,0,0,0,
1699,car,0.482,276,1360,326,1400,358,,0.0,0,0,0,0,
1699,car,0.759,277,1426,320,1514,382,,0.0,0,0,0,0,
1699,car,0.403,269,1255,317,1286,345,,0.0,0,0,0,0,
1699,truck,0.557,281,916,293,1107,436,,0.0,0,0,0,0,
1700,car,0.906,243,1634,247,1920,761,detectada,0.958,1514,489,1615,517,
1700,car,0.543,253,907,295,1104,439,,0.0,0,0,0,0,
1700,person,0.518,175,884,290,911,368,,0.0,0,0,0,0,
1700,person,0.609,193,848,303,875,368,,0.0,0,0,0,0,
1700,car,0.603,266,1145,308,1211,361,,0.0,0,0,0,0,
1700,car,0.617,271,1304,320,1343,350,,0.0,0,0,0,0,
1700,car,0.616,272,1340,325,1386,353,,0.0,0,0,0,0,
1700,car,0.437,275,1257,317,1303,348,,0.0,0,0,0,0,
1700,car,0.482,276,1363,325,1400,358,,0.0,0,0,0,0,
1700,car,0.755,277,1426,320,1514,382,,0.0,0,0,0,0,
1700,truck,0.566,281,907,292,1104,440,,0.0,0,0,0,0,
1701,car,0.912,243,1672,247,1920,759,detectada,0.958,1514,489,1615,517,
1701,truck,0.431,253,897,290,1100,443,,0.0,0,0,0,0,
1701,person,0.626,175,884,290,911,366,,0.0,0,0,0,0,
1701,person,0.568,193,849,302,876,368,,0.0,0,0,0,0,
1701,car,0.627,266,1144,308,1213,362,,0.0,0,0,0,0,
1701,car,0.631,271,1302,320,1344,350,,0.0,0,0,0,0,
1701,car,0.616,272,1340,325,1384,353,,0.0,0,0,0,0,
1701,car,0.486,276,1368,326,1400,358,,0.0,0,0,0,0,
1701,car,0.763,277,1426,320,1514,382,,0.0,0,0,0,0,
1701,car,0.643,281,898,288,1102,443,,0.0,0,0,0,0,
1702,car,0.886,243,1715,246,1920,773,detectada,0.958,1514,489,1615,517,
1702,car,0.767,253,886,290,1096,446,,0.0,0,0,0,0,
1702,person,0.53,193,849,301,877,368,,0.0,0,0,0,0,
1702,car,0.632,266,1144,308,1213,362,,0.0,0,0,0,0,
1702,car,0.638,271,1301,320,1343,350,,0.0,0,0,0,0,
1702,car,0.615,272,1340,325,1383,353,,0.0,0,0,0,0,
1702,car,0.489,276,1370,326,1401,358,,0.0,0,0,0,0,
1702,car,0.763,277,1427,320,1513,382,,0.0,0,0,0,0,
1703,truck,0.551,243,1763,263,1920,797,detectada,0.958,1514,489,1615,517,
1703,car,0.776,253,876,290,1093,450,,0.0,0,0,0,0,
1703,car,0.619,266,1143,308,1213,363,,0.0,0,0,0,0,
1703,car,0.615,271,1300,320,1343,350,,0.0,0,0,0,0,
1703,car,0.621,272,1340,325,1383,352,,0.0,0,0,0,0,
1703,car,0.488,276,1371,326,1400,357,,0.0,0,0,0,0,
1703,car,0.76,277,1427,320,1513,382,,0.0,0,0,0,0,
1703,person,0.738,256,1762,322,1801,411,,0.0,0,0,0,0,
1704,car,0.725,243,1819,302,1919,811,detectada,0.958,1514,489,1615,517,
1704,car,0.863,253,866,290,1089,454,,0.0,0,0,0,0,
1704,car,0.672,266,1142,308,1214,363,,0.0,0,0,0,0,
1704,car,0.643,271,1300,319,1343,350,,0.0,0,0,0,0,
1704,car,0.591,272,1340,325,1384,353,,0.0,0,0,0,0,
1704,car,0.509,276,1372,326,1399,357,,0.0,0,0,0,0,
1704,car,0.752,277,1427,321,1513,382,,0.0,0,0,0,0,
1704,person,0.768,256,1763,323,1801,411,,0.0,0,0,0,0,
1705,car,0.89,253,853,291,1083,458,,0.0,0,0,0,0,
1705,car,0.66,266,1142,308,1213,363,,0.0,0,0,0,0,
1705,car,0.65,271,1300,319,1343,350,,0.0,0,0,0,0,
1705,car,0.586,272,1341,325,1384,353,,0.0,0,0,0,0,
1705,car,0.498,276,1372,326,1398,357,,0.0,0,0,0,0,
1705,car,0.752,277,1427,321,1513,382,,0.0,0,0,0,0,
1705,person,0.784,256,1765,324,1804,411,,0.0,0,0,0,0,
1706,car,0.883,253,838,290,1077,463,,0.0,0,0,0,0,
1706,car,0.67,266,1141,308,1213,364,,0.0,0,0,0,0,
1706,car,0.646,271,1300,319,1343,350,,0.0,0,0,0,0,
1706,car,0.594,272,1340,325,1385,353,,0.0,0,0,0,0,
1706,car,0.497,276,1372,326,1398,357,,0.0,0,0,0,0,
1706,car,0.754,277,1427,321,1513,382,,0.0,0,0,0,0,
1706,person,0.777,256,1766,324,1802,411,,0.0,0,0,0,0,
1707,car,0.859,253,825,290,1071,468,,0.0,0,0,0,0,
1707,car,0.613,266,1140,308,1212,364,,0.0,0,0,0,0,
1707,car,0.635,271,1300,319,1343,350,,0.0,0,0,0,0,
1707,car,0.604,272,1340,325,1384,353,,0.0,0,0,0,0,
1707,car,0.5,276,1373,327,1398,357,,0.0,0,0,0,0,
1707,car,0.746,277,1427,321,1513,382,,0.0,0,0,0,0,
1707,person,0.782,256,1767,324,1802,411,,0.0,0,0,0,0,
1708,car,0.869,253,808,290,1066,473,,0.0,0,0,0,0,
1708,car,0.632,266,1139,307,1212,364,,0.0,0,0,0,0,
1708,car,0.631,271,1300,319,1343,350,,0.0,0,0,0,0,
1708,car,0.609,272,1340,325,1384,353,,0.0,0,0,0,0,
1708,car,0.511,276,1373,327,1398,357,,0.0,0,0,0,0,
1708,car,0.742,277,1427,321,1513,382,,0.0,0,0,0,0,
1708,person,0.783,256,1767,322,1805,411,,0.0,0,0,0,0,
1709,car,0.829,253,791,289,1060,479,,0.0,0,0,0,0,
1709,car,0.633,266,1138,307,1212,365,,0.0,0,0,0,0,
1709,car,0.631,271,1300,319,1343,350,,0.0,0,0,0,0,
1709,car,0.614,272,1340,325,1384,353,,0.0,0,0,0,0,
1709,car,0.502,276,1373,327,1398,357,,0.0,0,0,0,0,
1709,car,0.741,277,1427,321,1513,382,,0.0,0,0,0,0,
1709,person,0.762,256,1767,321,1807,411,,0.0,0,0,0,0,
1710,car,0.914,253,776,287,1052,485,detectada,0.642,828,411,902,432,
1710,car,0.653,266,1138,307,1211,365,,0.0,0,0,0,0,
1710,car,0.642,271,1300,319,1343,350,,0.0,0,0,0,0,
1710,car,0.614,272,1340,325,1384,353,,0.0,0,0,0,0,
1710,car,0.498,276,1373,327,1398,358,,0.0,0,0,0,0,
1710,car,0.748,277,1427,321,1513,382,,0.0,0,0,0,0,
1710,person,0.753,256,1768,320,1809,412,,0.0,0,0,0,0,
1711,car,0.871,253,758,286,1046,491,detectada,0.642,828,411,902,432,
1711,car,0.632,266,1138,307,1210,365,,0.0,0,0,0,0,
1711,car,0.623,271,1301,319,1343,350,,0.0,0,0,0,0,
1711,car,0.608,272,1340,325,1384,353,,0.0,0,0,0,0,
1711,car,0.492,276,1373,327,1398,358,,0.0,0,0,0,0,
1711,car,0.742,277,1427,321,1513,382,,0.0,0,0,0,0,
1711,person,0.732,256,1768,320,1810,412,,0.0,0,0,0,0,
1712,car,0.886,253,737,285,1039,498,detectada,0.642,828,411,902,432,
1712,car,0.647,266,1136,307,1211,366,,0.0,0,0,0,0,
1712,car,0.626,271,1301,319,1343,350,,0.0,0,0,0,0,
1712,car,0.609,272,1340,325,1384,353,,0.0,0,0,0,0,
1712,car,0.48,276,1373,327,1398,358,,0.0,0,0,0,0,
1712,car,0.745,277,1427,321,1513,382,,0.0,0,0,0,0,
1712,person,0.729,256,1770,320,1812,412,,0.0,0,0,0,0,
1713,car,0.874,253,714,284,1030,505,detectada,0.642,828,411,902,432,
1713,car,0.657,266,1134,307,1211,366,,0.0,0,0,0,0,
1713,car,0.636,271,1301,319,1343,350,,0.0,0,0,0,0,
1713,car,0.605,272,1340,325,1384,353,,0.0,0,0,0,0,
1713,car,0.484,276,1373,327,1399,358,,0.0,0,0,0,0,
1713,car,0.738,277,1427,321,1513,382,,0.0,0,0,0,0,
1713,person,0.707,256,1771,321,1813,411,,0.0,0,0,0,0,
1714,car,0.893,253,690,283,1023,513,detectada,0.642,828,411,902,432,
1714,car,0.644,266,1132,306,1212,366,,0.0,0,0,0,0,
1714,car,0.627,271,1301,319,1343,350,,0.0,0,0,0,0,
1714,car,0.606,272,1340,325,1384,353,,0.0,0,0,0,0,
1714,car,0.479,276,1372,326,1399,358,,0.0,0,0,0,0,
1714,car,0.742,277,1427,321,1512,382,,0.0,0,0,0,0,
1714,person,0.696,256,1775,322,1816,411,,0.0,0,0,0,0,
1714,car,0.434,284,1000,308,1068,342,,0.0,0,0,0,0,
1715,car,0.895,253,665,282,1014,523,detectada,0.642,828,411,902,432,
1715,car,0.693,266,1130,306,1213,367,,0.0,0,0,0,0,
1715,car,0.628,271,1302,320,1343,350,,0.0,0,0,0,0,
1715,car,0.601,272,1340,325,1384,353,,0.0,0,0,0,0,
1715,car,0.479,276,1372,326,1398,358,,0.0,0,0,0,0,
1715,car,0.747,277,1427,321,1513,382,,0.0,0,0,0,0,
1715,person,0.601,256,1777,324,1817,410,,0.0,0,0,0,0,
1715,car,0.416,284,999,307,1069,341,,0.0,0,0,0,0,
1716,car,0.917,253,637,280,1005,531,detectada,0.642,828,411,902,432,
1716,car,0.711,266,1130,306,1213,367,,0.0,0,0,0,0,
1716,car,0.633,271,1302,320,1343,350,,0.0,0,0,0,0,
1716,car,0.611,272,1340,325,1384,353,,0.0,0,0,0,0,
1716,car,0.48,276,1372,326,1398,358,,0.0,0,0,0,0,
1716,car,0.746,277,1427,321,1513,382,,0.0,0,0,0,0,
1716,person,0.666,256,1779,323,1819,411,,0.0,0,0,0,0,
1716,car,0.4,284,998,307,1076,341,,0.0,0,0,0,0,
1717,car,0.901,253,605,276,995,541,detectada,0.642,828,411,902,432,
1717,car,0.677,266,1128,306,1212,369,,0.0,0,0,0,0,
1717,car,0.636,271,1302,320,1343,350,,0.0,0,0,0,0,
1717,car,0.612,272,1340,325,1384,353,,0.0,0,0,0,0,
1717,car,0.476,276,1372,326,1399,358,,0.0,0,0,0,0,
1717,car,0.75,277,1427,321,1513,382,,0.0,0,0,0,0,
1717,person,0.724,256,1780,323,1821,412,,0.0,0,0,0,0,
1717,car,0.401,284,1000,308,1081,341,,0.0,0,0,0,0,
1718,car,0.907,253,571,275,985,552,detectada,0.642,828,411,902,432,
1718,car,0.734,266,1126,306,1211,370,,0.0,0,0,0,0,
1718,car,0.632,271,1302,320,1344,350,,0.0,0,0,0,0,
1718,car,0.617,272,1340,324,1384,353,,0.0,0,0,0,0,
1718,car,0.467,276,1373,326,1399,357,,0.0,0,0,0,0,
1718,car,0.746,277,1427,322,1512,381,,0.0,0,0,0,0,
1718,person,0.685,256,1781,322,1823,413,,0.0,0,0,0,0,
1718,car,0.417,284,1003,308,1086,341,,0.0,0,0,0,0,
1719,car,0.88,253,533,274,973,565,detectada,0.642,828,411,902,432,
1719,car,0.726,266,1125,306,1210,370,,0.0,0,0,0,0,
1719,car,0.639,271,1302,320,1344,350,,0.0,0,0,0,0,
1719,car,0.618,272,1340,324,1384,352,,0.0,0,0,0,0,
1719,car,0.463,276,1373,326,1399,357,,0.0,0,0,0,0,
1719,car,0.744,277,1427,322,1512,381,,0.0,0,0,0,0,
1719,person,0.691,256,1781,322,1824,413,,0.0,0,0,0,0,
1719,car,0.426,284,1003,308,1086,341,,0.0,0,0,0,0,
1720,car,0.92,253,490,272,961,578,detectada,0.642,828,411,902,432,
1720,car,0.732,266,1124,306,1211,371,,0.0,0,0,0,0,
1720,car,0.643,271,1302,320,1344,350,,0.0,0,0,0,0,
1720,car,0.614,272,1340,324,1384,353,,0.0,0,0,0,0,
1720,car,0.461,276,1372,326,1399,357,,0.0,0,0,0,0,
1720,car,0.749,277,1427,322,1512,381,,0.0,0,0,0,0,
1720,person,0.691,256,1781,322,1825,414,,0.0,0,0,0,0,
1720,car,0.459,284,1004,308,1087,342,,0.0,0,0,0,0,
1721,car,0.915,253,442,270,948,595,detectada,0.642,828,411,902,432,
1721,car,0.696,266,1123,306,1211,372,,0.0,0,0,0,0,
1721,car,0.646,271,1302,320,1344,350,,0.0,0,0,0,0,
1721,car,0.617,272,1340,324,1384,352,,0.0,0,0,0,0,
1721,car,0.457,276,1372,326,1399,357,,0.0,0,0,0,0,
1721,car,0.756,277,1427,322,1512,381,,0.0,0,0,0,0,
1721,person,0.635,256,1782,322,1825,413,,0.0,0,0,0,0,
1721,car,0.461,284,1004,308,1088,342,,0.0,0,0,0,0,
1722,car,0.935,253,389,267,933,612,detectada,0.642,828,411,902,432,
1722,car,0.76,266,1122,305,1210,372,,0.0,0,0,0,0,
1722,car,0.65,271,1302,320,1344,350,,0.0,0,0,0,0,
1722,car,0.618,272,1340,324,1384,353,,0.0,0,0,0,0,
1722,car,0.464,276,1372,326,1399,357,,0.0,0,0,0,0,
1722,car,0.754,277,1427,322,1512,381,,0.0,0,0,0,0,
1722,person,0.572,256,1783,324,1826,413,,0.0,0,0,0,0,
1722,car,0.458,284,1003,308,1087,342,,0.0,0,0,0,0,
1723,car,0.922,253,326,265,916,632,detectada,0.642,828,411,902,432,
1723,car,0.744,266,1121,305,1209,373,,0.0,0,0,0,0,
1723,car,0.653,271,1302,320,1343,350,,0.0,0,0,0,0,
1723,car,0.611,272,1340,324,1384,353,,0.0,0,0,0,0,
1723,car,0.459,276,1372,326,1399,357,,0.0,0,0,0,0,
1723,car,0.755,277,1427,322,1512,381,,0.0,0,0,0,0,
1723,person,0.534,256,1783,326,1826,413,,0.0,0,0,0,0,
1723,car,0.442,284,1003,308,1086,342,,0.0,0,0,0,0,
1724,car,0.918,253,254,261,898,654,detectada,0.642,828,411,902,432,
1724,car,0.717,266,1121,305,1210,374,,0.0,0,0,0,0,
1724,car,0.653,271,1302,320,1343,350,,0.0,0,0,0,0,
1724,car,0.617,272,1340,324,1384,353,,0.0,0,0,0,0,
1724,car,0.459,276,1372,326,1399,357,,0.0,0,0,0,0,
1724,car,0.751,277,1427,322,1512,381,,0.0,0,0,0,0,
1724,person,0.412,256,1784,326,1827,413,,0.0,0,0,0,0,
1724,car,0.426,284,1001,308,1086,342,,0.0,0,0,0,0,
1725,car,0.93,253,172,255,877,681,,0.0,0,0,0,0,
1725,car,0.695,266,1120,305,1212,375,,0.0,0,0,0,0,
1725,car,0.652,271,1301,319,1343,350,,0.0,0,0,0,0,
1725,car,0.614,272,1340,324,1383,353,,0.0,0,0,0,0,
1725,car,0.459,276,1372,326,1399,357,,0.0,0,0,0,0,
1725,car,0.747,277,1427,322,1512,381,,0.0,0,0,0,0,
1725,car,0.413,284,1003,308,1086,341,,0.0,0,0,0,0,
1725,person,0.678,193,864,303,891,366,,0.0,0,0,0,0,
1726,car,0.931,253,75,251,857,711,detectada,0.642,828,411,902,432,
1726,car,0.715,266,1117,304,1211,375,,0.0,0,0,0,0,
1726,car,0.661,271,1302,319,1343,350,,0.0,0,0,0,0,
1726,car,0.62,272,1340,325,1383,353,,0.0,0,0,0,0,
1726,car,0.465,276,1372,326,1399,357,,0.0,0,0,0,0,
1726,car,0.75,277,1427,322,1512,381,,0.0,0,0,0,0,
1726,car,0.423,284,1003,308,1085,341,,0.0,0,0,0,0,
1726,person,0.605,193,865,303,892,366,,0.0,0,0,0,0,
1727,car,0.942,253,15,247,832,749,detectada,0.642,828,411,902,432,
1727,car,0.725,266,1116,304,1209,375,,0.0,0,0,0,0,
1727,car,0.654,271,1302,319,1343,350,,0.0,0,0,0,0,
1727,car,0.622,272,1340,325,1383,352,,0.0,0,0,0,0,
1727,car,0.462,276,1372,326,1398,357,,0.0,0,0,0,0,
1727,car,0.753,277,1427,322,1512,381,,0.0,0,0,0,0,
1727,car,0.429,284,1002,308,1085,341,,0.0,0,0,0,0,
1727,person,0.423,193,865,302,892,366,,0.0,0,0,0,0,
1728,car,0.919,253,0,242,803,795,detectada,0.642,828,411,902,432,
1728,car,0.745,266,1115,304,1211,377,,0.0,0,0,0,0,
1728,car,0.64,271,1302,319,1343,350,,0.0,0,0,0,0,
1728,car,0.612,272,1340,325,1383,353,,0.0,0,0,0,0,
1728,car,0.492,276,1371,326,1399,358,,0.0,0,0,0,0,
1728,car,0.755,277,1428,321,1512,382,,0.0,0,0,0,0,
1728,car,0.49,284,992,307,1083,341,,0.0,0,0,0,0,
1728,person,0.408,193,865,303,892,365,,0.0,0,0,0,0,
1729,car,0.948,253,0,236,773,865,detectada,0.642,828,411,902,432,
1729,car,0.706,266,1114,304,1213,378,,0.0,0,0,0,0,
1729,car,0.649,271,1302,319,1343,350,,0.0,0,0,0,0,
1729,car,0.626,272,1340,325,1383,353,,0.0,0,0,0,0,
1729,car,0.498,276,1370,326,1399,358,,0.0,0,0,0,0,
1729,car,0.754,277,1428,321,1512,382,,0.0,0,0,0,0,
1729,car,0.465,284,989,306,1082,341,,0.0,0,0,0,0,
1729,person,0.537,193,866,303,892,366,,0.0,0,0,0,0,
1729,person,0.483,256,1791,325,1835,415,,0.0,0,0,0,0,
1730,car,0.949,253,0,229,736,924,detectada,0.642,828,411,902,432,
1730,car,0.676,266,1112,304,1214,380,,0.0,0,0,0,0,
1730,car,0.642,271,1302,319,1343,350,,0.0,0,0,0,0,
1730,car,0.619,272,1340,325,1383,353,,0.0,0,0,0,0,
1730,car,0.496,276,1371,326,1399,358,,0.0,0,0,0,0,
1730,car,0.75,277,1428,321,1512,382,,0.0,0,0,0,0,
1730,car,0.465,284,989,306,1082,341,,0.0,0,0,0,0,
1730,person,0.481,193,867,304,892,365,,0.0,0,0,0,0,
1730,person,0.602,256,1793,325,1837,415,,0.0,0,0,0,0,
1731,car,0.959,253,0,225,695,1009,detectada,0.642,828,411,902,432,
1731,car,0.625,266,1109,304,1207,379,,0.0,0,0,0,0,
1731,car,0.643,271,1302,319,1343,350,,0.0,0,0,0,0,
1731,car,0.616,272,1340,325,1382,352,,0.0,0,0,0,0,
1731,car,0.498,276,1371,326,1399,358,,0.0,0,0,0,0,
1731,car,0.754,277,1428,321,1512,382,,0.0,0,0,0,0,
1731,car,0.43,284,992,306,1080,341,,0.0,0,0,0,0,
1731,person,0.614,256,1793,325,1837,416,,0.0,0,0,0,0,
1732,car,0.965,253,0,221,649,998,detectada,0.642,828,411,902,432,
1732,car,0.687,266,1107,303,1204,380,,0.0,0,0,0,0,
1732,car,0.661,271,1301,319,1343,350,,0.0,0,0,0,0,
1732,car,0.624,272,1340,325,1382,353,,0.0,0,0,0,0,
1732,car,0.493,276,1371,326,1399,358,,0.0,0,0,0,0,
1732,car,0.748,277,1428,321,1512,382,,0.0,0,0,0,0,
1732,car,0.419,284,993,306,1079,341,,0.0,0,0,0,0,
1732,person,0.635,256,1792,325,1840,416,,0.0,0,0,0,0,
1732,car,0.402,285,983,304,1060,339,,0.0,0,0,0,0,
1733,car,0.954,253,0,212,593,957,detectada,0.642,828,411,902,432,
1733,car,0.679,266,1104,303,1204,381,,0.0,0,0,0,0,
1733,car,0.654,271,1302,319,1343,350,,0.0,0,0,0,0,
1733,car,0.627,272,1340,325,1383,352,,0.0,0,0,0,0,
1733,car,0.506,276,1371,326,1399,358,,0.0,0,0,0,0,
1733,car,0.748,277,1428,321,1512,382,,0.0,0,0,0,0,
1733,car,0.422,284,991,306,1078,341,,0.0,0,0,0,0,
1733,person,0.64,256,1791,325,1836,416,,0.0,0,0,0,0,
1733,car,0.417,285,983,304,1059,339,,0.0,0,0,0,0,
1734,car,0.951,253,0,200,530,939,detectada,0.642,828,411,902,432,
1734,car,0.733,266,1102,303,1200,381,,0.0,0,0,0,0,
1734,car,0.662,271,1301,319,1343,349,,0.0,0,0,0,0,
1734,car,0.612,272,1340,325,1383,352,,0.0,0,0,0,0,
1734,car,0.494,276,1370,326,1399,358,,0.0,0,0,0,0,
1734,car,0.749,277,1428,321,1512,382,,0.0,0,0,0,0,
1734,car,0.425,284,990,306,1077,341,,0.0,0,0,0,0,
1734,person,0.617,256,1791,325,1837,416,,0.0,0,0,0,0,
1734,car,0.41,285,983,304,1060,339,,0.0,0,0,0,0,
1734,person,0.406,193,868,304,895,365,,0.0,0,0,0,0,
1735,car,0.952,253,0,198,453,936,detectada,0.642,828,411,902,432,
1735,car,0.729,266,1100,302,1197,382,,0.0,0,0,0,0,
1735,car,0.667,271,1302,319,1343,349,,0.0,0,0,0,0,
1735,car,0.607,272,1340,325,1383,352,,0.0,0,0,0,0,
1735,car,0.498,276,1371,326,1399,358,,0.0,0,0,0,0,
1735,car,0.757,277,1428,320,1512,382,,0.0,0,0,0,0,
1735,car,0.432,284,989,305,1077,341,,0.0,0,0,0,0,
1735,person,0.642,256,1791,324,1842,416,,0.0,0,0,0,0,
1735,car,0.415,285,982,304,1057,339,,0.0,0,0,0,0,
1735,person,0.421,193,869,304,896,366,,0.0,0,0,0,0,
1736,car,0.928,253,0,218,355,972,detectada,0.642,828,411,902,432,
1736,car,0.77,266,1098,302,1196,382,,0.0,0,0,0,0,
1736,car,0.669,271,1302,319,1343,349,,0.0,0,0,0,0,
1736,car,0.619,272,1340,325,1383,352,,0.0,0,0,0,0,
1736,car,0.498,276,1371,326,1399,358,,0.0,0,0,0,0,
1736,car,0.746,277,1428,321,1512,382,,0.0,0,0,0,0,
1736,car,0.418,284,988,305,1077,341,,0.0,0,0,0,0,
1736,person,0.651,256,1793,325,1843,416,,0.0,0,0,0,0,
1736,car,0.406,285,982,304,1055,339,,0.0,0,0,0,0,
1736,person,0.545,193,870,303,897,367,,0.0,0,0,0,0,
1737,car,0.866,253,0,293,227,1032,detectada,0.642,828,411,902,432,
1737,car,0.743,266,1096,302,1197,383,,0.0,0,0,0,0,
1737,car,0.659,271,1302,319,1343,349,,0.0,0,0,0,0,
1737,car,0.609,272,1340,325,1383,352,,0.0,0,0,0,0,
1737,car,0.487,276,1371,326,1399,358,,0.0,0,0,0,0,
1737,car,0.75,277,1428,321,1512,382,,0.0,0,0,0,0,
1737,person,0.638,256,1795,325,1837,416,,0.0,0,0,0,0,
1737,person,0.639,193,871,301,898,367,,0.0,0,0,0,0,
1737,person,0.507,290,1822,325,1849,415,,0.0,0,0,0,0,
1738,car,0.706,266,1094,303,1196,385,,0.0,0,0,0,0,
1738,car,0.662,271,1302,319,1343,349,,0.0,0,0,0,0,
1738,car,0.615,272,1340,325,1384,352,,0.0,0,0,0,0,
1738,car,0.485,276,1369,326,1399,358,,0.0,0,0,0,0,
1738,car,0.764,277,1428,321,1512,382,,0.0,0,0,0,0,
1738,person,0.641,256,1798,326,1837,417,,0.0,0,0,0,0,
1738,person,0.641,193,871,301,898,367,,0.0,0,0,0,0,
1738,person,0.477,290,1824,325,1849,415,,0.0,0,0,0,0,
1738,person,0.531,291,1803,324,1848,416,,0.0,0,0,0,0,
1738,person,0.604,292,902,294,928,369,,0.0,0,0,0,0,
1738,car,0.523,293,1189,313,1223,342,,0.0,0,0,0,0,
